"aqi","temperature","humidity","pm2_5","pm10","timestamp","dataSource"
89,31.3,50.3,30,31,"2026-03-18T06:53:15.005Z","real"
89,31.3,49.7,30,31,"2026-03-18T06:53:10.070Z","real"
89,31.3,49.5,30,31,"2026-03-18T06:53:04.947Z","real"
89,31.3,49.7,30,31,"2026-03-18T06:52:59.814Z","real"
89,31.3,50.6,30,31,"2026-03-18T06:52:55.132Z","real"
89,31.3,50.8,30,31,"2026-03-18T06:52:50.214Z","real"
89,31.2,50.7,30,31,"2026-03-18T06:52:44.863Z","real"
89,31.2,50.2,30,31,"2026-03-18T06:52:39.956Z","real"
89,31.2,49.4,30,31,"2026-03-18T06:52:34.850Z","real"
89,31.2,49.1,30,31,"2026-03-18T06:52:29.920Z","real"
89,31.3,50.2,30,31,"2026-03-18T06:52:24.792Z","real"
89,31.3,50.1,30,31,"2026-03-18T06:52:19.900Z","real"
89,31.3,49.6,30,31,"2026-03-18T06:52:15.192Z","real"
89,31.2,49.3,30,31,"2026-03-18T06:52:09.841Z","real"
89,31.2,47.9,30,31,"2026-03-18T06:52:05.051Z","real"
89,31.2,49.5,30,31,"2026-03-18T06:52:00.216Z","real"
89,31.2,49.8,30,31,"2026-03-18T06:51:54.934Z","real"
89,31.2,49.2,30,31,"2026-03-18T06:51:49.775Z","real"
89,31.2,49.3,30,31,"2026-03-18T06:51:44.857Z","real"
89,31.2,49,30,31,"2026-03-18T06:51:39.971Z","real"
89,31.2,48.6,30,31,"2026-03-18T06:51:35.061Z","real"
89,31.2,48.6,30,31,"2026-03-18T06:51:29.908Z","real"
89,31.2,48.5,30,31,"2026-03-18T06:51:24.812Z","real"
89,31.2,49,30,31,"2026-03-18T06:51:20.093Z","real"
89,31.2,49,30,31,"2026-03-18T06:51:14.796Z","real"
89,31.3,48.9,30,31,"2026-03-18T06:51:09.836Z","real"
89,31.3,48.4,30,31,"2026-03-18T06:51:04.950Z","real"
89,31.3,48.6,30,31,"2026-03-18T06:51:00.217Z","real"
89,31.4,49,30,31,"2026-03-18T06:50:54.889Z","real"
89,31.4,49.1,30,31,"2026-03-18T06:50:49.973Z","real"
97,31.4,49,34,34,"2026-03-18T06:50:44.873Z","real"
97,31.4,49.1,34,34,"2026-03-18T06:50:39.934Z","real"
97,31.4,48.8,34,34,"2026-03-18T06:50:35.238Z","real"
97,31.4,48.9,34,34,"2026-03-18T06:50:30.207Z","real"
97,31.4,48.9,34,34,"2026-03-18T06:50:24.824Z","real"
97,31.4,48.7,34,34,"2026-03-18T06:50:19.890Z","real"
97,31.4,48.8,34,34,"2026-03-18T06:50:14.959Z","real"
97,31.5,48.7,34,34,"2026-03-18T06:50:10.126Z","real"
97,31.5,49,34,34,"2026-03-18T06:50:04.920Z","real"
97,31.5,49.3,34,34,"2026-03-18T06:49:59.799Z","real"
97,31.5,49.4,34,34,"2026-03-18T06:49:54.881Z","real"
97,31.5,49.5,34,34,"2026-03-18T06:49:50.195Z","real"
97,31.6,49.2,34,34,"2026-03-18T06:49:44.858Z","real"
97,31.6,48.9,34,34,"2026-03-18T06:49:39.939Z","real"
97,31.6,48.7,34,34,"2026-03-18T06:49:35.016Z","real"
97,31.7,48.9,34,34,"2026-03-18T06:49:29.997Z","real"
97,31.7,49.3,34,34,"2026-03-18T06:49:24.774Z","real"
97,31.8,49.8,34,34,"2026-03-18T06:49:19.900Z","real"
97,31.8,49.8,34,34,"2026-03-18T06:49:15.181Z","real"
97,31.8,49.5,34,34,"2026-03-18T06:49:09.899Z","real"
97,31.8,49.6,34,34,"2026-03-18T06:49:04.917Z","real"
97,31.8,49.5,34,34,"2026-03-18T06:48:59.791Z","real"
97,31.9,50,34,34,"2026-03-18T06:48:54.980Z","real"
97,32,50.6,34,34,"2026-03-18T06:48:49.755Z","real"
97,32,52,34,34,"2026-03-18T06:48:44.866Z","real"
97,32,52.6,34,34,"2026-03-18T06:48:39.989Z","real"
97,32,51.7,34,34,"2026-03-18T06:48:35.315Z","real"
97,32,50.7,34,34,"2026-03-18T06:48:29.906Z","real"
97,32.1,50.4,34,34,"2026-03-18T06:48:24.776Z","real"
97,32.1,51.7,34,34,"2026-03-18T06:48:20.051Z","real"
97,32.2,51.6,34,34,"2026-03-18T06:48:15.149Z","real"
97,32.2,52,34,34,"2026-03-18T06:48:09.836Z","real"
95,32.3,52.1,33,34,"2026-03-18T06:47:59.890Z","real"
89,32.3,51.8,30,31,"2026-03-18T06:47:54.874Z","real"
89,32.3,53,30,31,"2026-03-18T06:47:49.753Z","real"
89,32.3,52.7,30,31,"2026-03-18T06:47:44.857Z","real"
89,32.3,54.8,30,31,"2026-03-18T06:47:40.166Z","real"
89,32.3,55.1,30,31,"2026-03-18T06:47:34.799Z","real"
89,32.3,53.7,30,31,"2026-03-18T06:47:29.884Z","real"
89,32.4,53.4,30,31,"2026-03-18T06:47:25.063Z","real"
89,32.4,55.1,30,31,"2026-03-18T06:47:19.879Z","real"
89,32.4,52.5,30,31,"2026-03-18T06:47:14.940Z","real"
89,32.4,51,30,31,"2026-03-18T06:47:10.021Z","real"
89,32.4,48.7,30,31,"2026-03-18T06:47:05.174Z","real"
89,32.4,48.8,30,31,"2026-03-18T06:46:59.842Z","real"
89,32.5,49.9,30,31,"2026-03-18T06:46:54.861Z","real"
89,32.5,48.9,30,31,"2026-03-18T06:46:50.033Z","real"
89,32.5,49.7,30,31,"2026-03-18T06:46:40.115Z","real"
89,32.5,49.6,30,31,"2026-03-18T06:46:34.822Z","real"
89,32.6,50.6,30,31,"2026-03-18T06:46:30.117Z","real"
89,32.7,50.6,30,31,"2026-03-18T06:46:24.975Z","real"
89,32.6,50.9,30,31,"2026-03-18T06:46:19.846Z","real"
89,32.7,49.8,30,31,"2026-03-18T06:46:15.009Z","real"
89,32.7,50.5,30,31,"2026-03-18T06:46:10.324Z","real"
89,32.7,48.4,30,31,"2026-03-18T06:46:04.993Z","real"
89,32.8,49.1,30,31,"2026-03-18T06:45:59.781Z","real"
89,32.8,49.5,30,31,"2026-03-18T06:45:54.870Z","real"
89,32.8,48.3,30,31,"2026-03-18T06:45:50.021Z","real"
89,32.9,48.2,30,31,"2026-03-18T06:45:44.870Z","real"
89,32.9,48.8,30,31,"2026-03-18T06:45:39.939Z","real"
89,33,49.7,30,31,"2026-03-18T06:45:35.055Z","real"
89,33,50.4,30,31,"2026-03-18T06:45:30.073Z","real"
89,33.1,49.5,30,31,"2026-03-18T06:45:24.754Z","real"
89,33.1,51.4,30,31,"2026-03-18T06:45:19.841Z","real"
89,33.1,51.2,30,31,"2026-03-18T06:45:14.955Z","real"
89,33.2,51.5,30,31,"2026-03-18T06:45:09.805Z","real"
89,33.3,49.6,30,31,"2026-03-18T06:45:04.894Z","real"
89,33.4,48.5,30,31,"2026-03-18T06:45:00.174Z","real"
89,33.4,49.1,30,31,"2026-03-18T06:44:55.004Z","real"
89,33.4,50.4,30,31,"2026-03-18T06:44:49.849Z","real"
89,33.4,49.4,30,31,"2026-03-18T06:44:44.877Z","real"
89,33.4,51.1,30,31,"2026-03-18T06:44:40.137Z","real"
89,33.3,51.9,30,31,"2026-03-18T06:44:34.894Z","real"
89,33.3,51.9,30,31,"2026-03-18T06:44:29.873Z","real"
89,33.3,50.5,30,31,"2026-03-18T06:44:24.757Z","real"
89,33.3,50.3,30,31,"2026-03-18T06:44:19.836Z","real"
89,33.2,49.5,30,31,"2026-03-18T06:44:14.930Z","real"
89,33.2,50.9,30,31,"2026-03-18T06:44:09.819Z","real"
89,33.2,50.5,30,31,"2026-03-18T06:44:04.933Z","real"
89,33.2,49.4,30,31,"2026-03-18T06:44:00.188Z","real"
89,33.1,48.7,30,31,"2026-03-18T06:43:54.854Z","real"
89,33.1,49.7,30,31,"2026-03-18T06:43:49.944Z","real"
89,33.1,50.6,30,31,"2026-03-18T06:43:44.854Z","real"
89,33,50.8,30,31,"2026-03-18T06:43:39.905Z","real"
89,33.1,50.4,30,31,"2026-03-18T06:43:34.783Z","real"
89,33.1,50.4,30,31,"2026-03-18T06:43:29.907Z","real"
89,33.1,49.9,30,31,"2026-03-18T06:43:25.195Z","real"
89,33.2,50.6,30,31,"2026-03-18T06:43:19.832Z","real"
89,33.2,50.9,30,31,"2026-03-18T06:43:14.987Z","real"
89,33.2,50.8,30,31,"2026-03-18T06:43:09.888Z","real"
93,33.1,50.1,32,34,"2026-03-18T06:43:04.925Z","real"
93,33.1,50,32,34,"2026-03-18T06:42:59.760Z","real"
93,33.1,52.1,32,34,"2026-03-18T06:42:54.869Z","real"
93,33,53.3,32,34,"2026-03-18T06:42:50.156Z","real"
93,33,54.1,32,34,"2026-03-18T06:42:44.811Z","real"
93,33,55.2,32,34,"2026-03-18T06:42:40.090Z","real"
93,33,55.8,32,34,"2026-03-18T06:42:35.183Z","real"
93,33,54.8,32,34,"2026-03-18T06:42:30.077Z","real"
93,32.9,54.2,32,34,"2026-03-18T06:42:24.998Z","real"
93,32.9,55.4,32,34,"2026-03-18T06:42:19.831Z","real"
93,32.9,54.6,32,34,"2026-03-18T06:42:14.989Z","real"
93,32.9,54.9,32,34,"2026-03-18T06:42:10.003Z","real"
93,32.8,55.7,32,34,"2026-03-18T06:42:04.881Z","real"
93,32.8,54.8,32,34,"2026-03-18T06:41:59.748Z","real"
93,32.7,55.2,32,34,"2026-03-18T06:41:55.475Z","real"
93,32.7,54.8,32,34,"2026-03-18T06:41:49.933Z","real"
93,32.7,53.7,32,34,"2026-03-18T06:41:44.808Z","real"
93,32.7,52.5,32,34,"2026-03-18T06:41:40.119Z","real"
93,32.7,53.6,32,34,"2026-03-18T06:41:35.075Z","real"
93,32.6,54.8,32,34,"2026-03-18T06:41:29.884Z","real"
93,32.6,54.3,32,34,"2026-03-18T06:41:24.942Z","real"
93,32.5,55.2,32,34,"2026-03-18T06:41:19.888Z","real"
93,32.5,56.7,32,34,"2026-03-18T06:41:15.117Z","real"
93,32.5,57.1,32,34,"2026-03-18T06:41:09.889Z","real"
93,32.4,54.5,32,34,"2026-03-18T06:41:04.872Z","real"
93,32.3,53.8,32,34,"2026-03-18T06:41:00.088Z","real"
93,32.3,53,32,34,"2026-03-18T06:40:54.835Z","real"
93,32.2,52.8,32,34,"2026-03-18T06:40:49.928Z","real"
93,32.1,53.9,32,34,"2026-03-18T06:40:44.882Z","real"
93,32,53.6,32,34,"2026-03-18T06:40:39.990Z","real"
91,32,53.6,31,34,"2026-03-18T06:40:34.766Z","real"
91,32,50.5,31,34,"2026-03-18T06:40:29.862Z","real"
97,31.9,50.7,34,34,"2026-03-18T06:40:25.085Z","real"
97,31.9,50.2,34,34,"2026-03-18T06:40:20.033Z","real"
97,31.9,50.1,34,34,"2026-03-18T06:40:14.897Z","real"
97,32,50,34,34,"2026-03-18T06:40:09.777Z","real"
97,31.9,50.1,34,34,"2026-03-18T06:40:05.077Z","real"
97,32,50.2,34,34,"2026-03-18T06:39:59.946Z","real"
97,32,52,34,34,"2026-03-18T06:39:54.846Z","real"
102,31.5,50.1,36,36,"2026-03-18T06:39:15.591Z","real"
102,31.5,50.5,36,36,"2026-03-18T06:27:11.347Z","real"
102,31.5,51.3,36,36,"2026-03-18T06:27:06.443Z","real"
102,31.5,52,36,36,"2026-03-18T06:27:00.574Z","real"
102,31.5,51.7,36,36,"2026-03-18T06:26:55.174Z","real"
102,31.5,51.4,36,36,"2026-03-18T06:26:50.471Z","real"
102,31.5,51.8,36,36,"2026-03-18T06:26:45.151Z","real"
102,31.6,51.3,36,36,"2026-03-18T06:26:40.248Z","real"
102,31.6,51.1,36,36,"2026-03-18T06:26:35.123Z","real"
102,31.6,51.2,36,36,"2026-03-18T06:26:30.209Z","real"
102,31.6,52.3,36,36,"2026-03-18T06:26:25.510Z","real"
102,31.6,53.8,36,36,"2026-03-18T06:26:20.162Z","real"
102,31.6,53.5,36,36,"2026-03-18T06:26:10.341Z","real"
102,31.6,55.6,36,36,"2026-03-18T06:26:05.262Z","real"
102,31.6,54.2,36,36,"2026-03-18T06:26:00.307Z","real"
97,31.7,51.8,34,35,"2026-03-18T06:25:55.170Z","real"
97,31.6,51.8,34,35,"2026-03-18T06:25:50.338Z","real"
97,31.7,52.2,34,35,"2026-03-18T06:25:45.139Z","real"
97,31.7,52.2,34,35,"2026-03-18T06:25:40.288Z","real"
97,31.7,52.3,34,35,"2026-03-18T06:25:35.711Z","real"
97,31.7,52.5,34,35,"2026-03-18T06:25:30.387Z","real"
97,31.7,52.8,34,35,"2026-03-18T06:25:25.270Z","real"
97,31.7,53.3,34,35,"2026-03-18T06:25:20.151Z","real"
97,31.7,54.5,34,35,"2026-03-18T06:25:15.459Z","real"
97,31.6,57.4,34,35,"2026-03-18T06:25:10.121Z","real"
97,31.6,60.5,34,35,"2026-03-18T06:25:05.219Z","real"
97,31.5,61.1,34,35,"2026-03-18T06:25:00.130Z","real"
97,31.5,61.9,34,35,"2026-03-18T06:24:55.877Z","real"
97,31.4,62.2,34,35,"2026-03-18T06:24:50.251Z","real"
97,31.3,65,34,35,"2026-03-18T06:24:45.138Z","real"
97,31.2,62.9,34,35,"2026-03-18T06:24:40.239Z","real"
97,31.2,63.8,34,35,"2026-03-18T06:24:35.095Z","real"
97,31.1,64.4,34,35,"2026-03-18T06:24:30.175Z","real"
97,31,62.7,34,35,"2026-03-18T06:24:25.507Z","real"
97,31,61.7,34,35,"2026-03-18T06:24:20.158Z","real"
97,31,52.4,34,35,"2026-03-18T06:24:15.227Z","real"
97,30.9,52.6,34,35,"2026-03-18T06:24:10.109Z","real"
97,31,53.1,34,35,"2026-03-18T06:24:05.261Z","real"
97,31,52.9,34,35,"2026-03-18T06:24:00.478Z","real"
97,30.9,53.4,34,35,"2026-03-18T06:23:55.162Z","real"
97,31,53.6,34,35,"2026-03-18T06:23:50.251Z","real"
97,31,53.7,34,35,"2026-03-18T06:23:45.365Z","real"
97,30.9,54,34,35,"2026-03-18T06:23:40.409Z","real"
99,30.9,54.7,35,36,"2026-03-18T06:23:35.092Z","real"
99,30.9,53.3,35,36,"2026-03-18T06:23:30.424Z","real"
107,30.8,54.1,38,38,"2026-03-18T06:23:25.534Z","real"
107,30.8,54.4,38,38,"2026-03-18T06:23:20.139Z","real"
107,30.8,53.4,38,38,"2026-03-18T06:23:15.224Z","real"
107,30.8,53.5,38,38,"2026-03-18T06:23:10.308Z","real"
107,30.8,53.9,38,38,"2026-03-18T06:23:05.592Z","real"
107,30.8,54.2,38,38,"2026-03-18T06:23:00.277Z","real"
107,30.8,53.5,38,38,"2026-03-18T06:22:55.271Z","real"
107,30.8,54.3,38,38,"2026-03-18T06:22:50.385Z","real"
107,30.8,54.2,38,38,"2026-03-18T06:22:45.115Z","real"
107,30.8,53.9,38,38,"2026-03-18T06:22:40.211Z","real"
107,30.8,53.4,38,38,"2026-03-18T06:22:35.504Z","real"
107,30.8,53,38,38,"2026-03-18T06:22:33.806Z","real"
107,30.8,52.2,38,38,"2026-03-18T06:22:25.266Z","real"
107,30.8,52.8,38,38,"2026-03-18T06:22:20.132Z","real"
107,30.8,52.4,38,38,"2026-03-18T06:22:15.218Z","real"
107,30.9,52,38,38,"2026-03-18T06:22:10.410Z","real"
107,31,51.5,38,38,"2026-03-18T06:22:05.178Z","real"
107,31,52,38,38,"2026-03-18T06:22:00.272Z","real"
107,31.1,52.8,38,38,"2026-03-18T06:21:55.148Z","real"
107,31.1,53.6,38,38,"2026-03-18T06:21:50.334Z","real"
107,31.1,54.6,38,38,"2026-03-18T06:21:45.311Z","real"
107,31,54,38,38,"2026-03-18T06:21:40.226Z","real"
107,31,54,38,38,"2026-03-18T06:21:35.501Z","real"
102,31,54.3,36,39,"2026-03-18T06:21:30.158Z","real"
102,31,54.3,36,39,"2026-03-18T06:21:28.940Z","real"
102,31.1,55.2,36,39,"2026-03-18T06:21:26.906Z","real"
102,31.1,55.2,36,39,"2026-03-18T06:21:25.463Z","real"
102,31,54.5,36,39,"2026-03-18T06:21:20.432Z","real"
102,31,54.4,36,39,"2026-03-18T06:21:15.239Z","real"
102,31,54.4,36,39,"2026-03-18T06:21:10.094Z","real"
102,31,54.5,36,39,"2026-03-18T06:21:05.183Z","real"
102,31,54.8,36,39,"2026-03-18T06:21:00.324Z","real"
102,31,54.8,36,39,"2026-03-18T06:20:55.146Z","real"
102,30.9,53.4,36,39,"2026-03-18T06:20:52.891Z","real"
102,30.9,54.7,36,39,"2026-03-18T06:20:52.734Z","real"
102,30.9,54.9,36,39,"2026-03-18T06:20:40.299Z","real"
102,30.9,54.5,36,39,"2026-03-18T06:20:35.393Z","real"
102,30.9,54.1,36,39,"2026-03-18T06:20:30.163Z","real"
102,30.9,54,36,39,"2026-03-18T06:20:25.356Z","real"
102,30.8,54.2,36,39,"2026-03-18T06:20:20.613Z","real"
102,30.9,54,36,36,"2026-03-18T06:20:15.209Z","real"
102,30.9,52.9,36,36,"2026-03-18T06:20:10.085Z","real"
102,30.8,52.6,36,36,"2026-03-18T06:20:05.375Z","real"
102,30.9,53,36,36,"2026-03-18T06:20:00.259Z","real"
102,30.9,52.9,36,36,"2026-03-18T06:19:55.138Z","real"
102,30.9,53.7,36,36,"2026-03-18T06:19:50.312Z","real"
102,30.9,53.1,36,36,"2026-03-18T06:19:45.237Z","real"
102,30.9,52.7,36,36,"2026-03-18T06:19:40.414Z","real"
102,30.9,52.9,36,36,"2026-03-18T06:19:35.287Z","real"
102,31,54.1,36,36,"2026-03-18T06:19:30.665Z","real"
102,30.9,52.9,36,36,"2026-03-18T06:19:25.740Z","real"
102,31,53.7,36,36,"2026-03-18T06:19:20.124Z","real"
102,31,54.1,36,36,"2026-03-18T06:19:15.201Z","real"
102,31,52.5,36,36,"2026-03-18T06:19:10.454Z","real"
102,31,52.3,36,36,"2026-03-18T06:19:05.245Z","real"
102,31,53.5,36,36,"2026-03-18T06:19:00.290Z","real"
102,31.1,53.9,36,36,"2026-03-18T06:18:55.344Z","real"
102,31.1,54.9,36,36,"2026-03-18T06:18:50.242Z","real"
102,31.1,53.2,36,36,"2026-03-18T06:18:45.111Z","real"
102,31.1,52.3,36,36,"2026-03-18T06:18:40.181Z","real"
102,31.2,52.6,36,36,"2026-03-18T06:18:35.331Z","real"
102,31.2,52.1,36,36,"2026-03-18T06:18:30.249Z","real"
102,31.2,52.4,36,36,"2026-03-18T06:18:25.238Z","real"
102,31.3,52.9,36,36,"2026-03-18T06:18:20.209Z","real"
102,31.3,53.6,36,36,"2026-03-18T06:18:15.541Z","real"
102,31.3,53.8,36,36,"2026-03-18T06:18:10.287Z","real"
102,31.3,52.9,36,36,"2026-03-18T06:18:05.160Z","real"
102,31.3,53.1,36,36,"2026-03-18T06:18:00.497Z","real"
102,31.3,52.6,36,36,"2026-03-18T06:17:55.541Z","real"
102,31.2,53.2,36,36,"2026-03-18T06:17:50.213Z","real"
102,31.2,53.1,36,36,"2026-03-18T06:17:45.095Z","real"
97,31.2,53,34,36,"2026-03-18T06:17:40.406Z","real"
97,31.2,53,34,36,"2026-03-18T06:17:35.505Z","real"
97,31.3,54.2,34,36,"2026-03-18T06:17:30.149Z","real"
97,31.3,54.3,34,36,"2026-03-18T06:17:25.222Z","real"
97,31.3,54,34,36,"2026-03-18T06:17:20.398Z","real"
97,31.3,55.3,34,36,"2026-03-18T06:17:15.193Z","real"
97,31.2,56,34,36,"2026-03-18T06:17:10.313Z","real"
97,31.2,55.4,34,36,"2026-03-18T06:17:05.404Z","real"
97,31.2,55.2,34,36,"2026-03-18T06:17:00.615Z","real"
97,31.2,55.2,34,36,"2026-03-18T06:16:55.343Z","real"
97,31.2,54.9,34,36,"2026-03-18T06:16:50.207Z","real"
97,31.2,53.7,34,36,"2026-03-18T06:16:45.550Z","real"
97,31.2,55.2,34,36,"2026-03-18T06:16:40.273Z","real"
97,31.2,54.7,34,36,"2026-03-18T06:16:35.476Z","real"
97,31.2,53.7,34,36,"2026-03-18T06:16:30.336Z","real"
97,31.2,53.4,34,36,"2026-03-18T06:16:25.440Z","real"
97,31.2,53.5,34,36,"2026-03-18T06:16:20.308Z","real"
97,31.2,53.4,34,36,"2026-03-18T06:16:15.182Z","real"
97,31.2,53.9,34,36,"2026-03-18T06:16:10.469Z","real"
97,31.1,53,34,36,"2026-03-18T06:16:05.172Z","real"
97,31.1,53.7,34,36,"2026-03-18T06:16:00.436Z","real"
97,31.1,53.8,34,36,"2026-03-18T06:15:55.122Z","real"
97,31.1,53.9,34,36,"2026-03-18T06:15:50.244Z","real"
97,31.1,53.8,34,36,"2026-03-18T06:15:45.539Z","real"
97,31.1,53.2,34,36,"2026-03-18T06:15:40.169Z","real"
97,31.1,53.1,34,36,"2026-03-18T06:15:35.508Z","real"
97,31.1,53.1,34,36,"2026-03-18T06:15:30.438Z","real"
97,31.1,53.5,34,36,"2026-03-18T06:15:25.275Z","real"
97,31.1,54.6,34,36,"2026-03-18T06:15:20.098Z","real"
97,31.1,54.9,34,36,"2026-03-18T06:15:15.185Z","real"
97,31.1,55.3,34,37,"2026-03-18T06:15:10.534Z","real"
89,31,55.3,30,34,"2026-03-18T06:15:05.146Z","real"
89,31,55.6,30,34,"2026-03-18T06:15:00.247Z","real"
89,31,55.7,30,34,"2026-03-18T06:14:55.581Z","real"
89,31,55.5,30,34,"2026-03-18T06:14:50.415Z","real"
89,31,55.4,30,34,"2026-03-18T06:14:45.318Z","real"
89,31,56,30,34,"2026-03-18T06:14:40.164Z","real"
89,31,56.8,30,34,"2026-03-18T06:14:35.465Z","real"
89,30.9,55.9,30,34,"2026-03-18T06:14:32.737Z","real"
89,30.9,54.9,30,34,"2026-03-18T06:14:25.233Z","real"
89,30.9,54.9,30,34,"2026-03-18T06:14:20.096Z","real"
89,30.9,55.3,30,34,"2026-03-18T06:14:15.273Z","real"
89,30.9,54.7,30,34,"2026-03-18T06:14:10.275Z","real"
89,30.9,55.1,30,34,"2026-03-18T06:14:05.143Z","real"
89,30.8,54.7,30,34,"2026-03-18T06:14:00.456Z","real"
89,30.8,54.7,30,34,"2026-03-18T06:13:55.461Z","real"
89,30.8,54.7,30,34,"2026-03-18T06:13:50.194Z","real"
89,30.8,54.2,30,34,"2026-03-18T06:13:45.317Z","real"
89,30.8,53.7,30,34,"2026-03-18T06:13:40.220Z","real"
89,30.8,53.1,30,34,"2026-03-18T06:13:35.341Z","real"
89,30.8,53.2,30,34,"2026-03-18T06:13:30.128Z","real"
89,30.8,55,30,34,"2026-03-18T06:13:25.204Z","real"
89,30.7,55.7,30,34,"2026-03-18T06:13:20.516Z","real"
89,30.8,56.1,30,30,"2026-03-18T06:13:15.178Z","real"
89,30.7,56.1,30,30,"2026-03-18T06:13:10.261Z","real"
89,30.7,55.4,30,30,"2026-03-18T06:13:05.238Z","real"
89,30.7,54.4,30,30,"2026-03-18T06:13:00.453Z","real"
89,30.6,53.9,30,30,"2026-03-18T06:12:55.311Z","real"
89,30.6,53.7,30,30,"2026-03-18T06:12:50.189Z","real"
89,30.6,53.8,30,30,"2026-03-18T06:12:45.505Z","real"
89,30.6,54.3,30,30,"2026-03-18T06:12:40.191Z","real"
89,30.6,54.1,30,30,"2026-03-18T06:12:35.257Z","real"
89,30.6,53.8,30,30,"2026-03-18T06:12:30.116Z","real"
89,30.6,53.8,30,30,"2026-03-18T06:12:25.614Z","real"
89,30.6,54.2,30,30,"2026-03-18T06:12:20.288Z","real"
89,30.6,55.5,30,30,"2026-03-18T06:12:15.178Z","real"
89,30.5,55.1,30,30,"2026-03-18T06:12:10.500Z","real"
89,30.5,55.6,30,30,"2026-03-18T06:12:05.363Z","real"
89,30.5,55.3,30,30,"2026-03-18T06:12:00.224Z","real"
89,30.5,54,30,30,"2026-03-18T06:11:55.097Z","real"
89,30.5,53.4,30,30,"2026-03-18T06:11:50.295Z","real"
89,30.5,53.2,30,30,"2026-03-18T06:11:45.281Z","real"
89,30.5,53,30,30,"2026-03-18T06:11:40.148Z","real"
89,30.6,53.2,30,30,"2026-03-18T06:11:35.230Z","real"
89,30.6,53.3,30,30,"2026-03-18T06:11:30.337Z","real"
89,30.6,53.9,30,30,"2026-03-18T06:11:25.196Z","real"
89,30.6,54.2,30,30,"2026-03-18T06:11:20.287Z","real"
89,30.5,55.2,30,30,"2026-03-18T06:11:15.357Z","real"
89,30.6,54.6,30,30,"2026-03-18T06:11:10.298Z","real"
89,30.5,54,30,30,"2026-03-18T06:11:05.133Z","real"
89,30.5,53.3,30,30,"2026-03-18T06:11:00.217Z","real"
89,30.5,52.9,30,30,"2026-03-18T06:10:55.308Z","real"
87,30.5,52.4,29,29,"2026-03-18T06:10:50.181Z","real"
91,30.6,52.5,31,32,"2026-03-18T06:10:45.263Z","real"
91,30.6,52,31,32,"2026-03-18T06:10:40.196Z","real"
91,30.6,52.2,31,32,"2026-03-18T06:10:35.453Z","real"
91,30.6,51.8,31,32,"2026-03-18T06:10:30.107Z","real"
91,30.6,51.5,31,32,"2026-03-18T06:10:25.195Z","real"
91,30.7,51.5,31,32,"2026-03-18T06:10:20.553Z","real"
91,30.7,50.4,31,32,"2026-03-18T06:10:15.222Z","real"
91,30.8,52.5,31,32,"2026-03-18T06:10:10.249Z","real"
91,30.8,51.7,31,32,"2026-03-18T06:10:05.122Z","real"
91,30.9,51.6,31,32,"2026-03-18T06:10:00.274Z","real"
91,30.9,51.8,31,32,"2026-03-18T06:09:55.088Z","real"
91,30.9,51.8,31,32,"2026-03-18T06:09:50.185Z","real"
91,31,52.4,31,32,"2026-03-18T06:09:45.468Z","real"
91,31,52,31,32,"2026-03-18T06:09:40.177Z","real"
91,30.9,51.8,31,32,"2026-03-18T06:09:35.223Z","real"
91,31,52.1,31,32,"2026-03-18T06:09:30.101Z","real"
91,31,52.2,31,32,"2026-03-18T06:09:25.390Z","real"
91,31,52.2,31,32,"2026-03-18T06:09:20.278Z","real"
91,30.9,52.1,31,32,"2026-03-18T06:09:15.150Z","real"
91,30.9,52,31,32,"2026-03-18T06:09:10.436Z","real"
91,30.9,51.9,31,32,"2026-03-18T06:09:05.202Z","real"
91,30.9,51.8,31,32,"2026-03-18T06:09:00.245Z","real"
91,30.9,51.9,31,32,"2026-03-18T06:08:55.297Z","real"
91,30.9,51.8,31,32,"2026-03-18T06:08:50.383Z","real"
91,30.9,51.3,31,32,"2026-03-18T06:08:45.249Z","real"
91,31,51.4,31,32,"2026-03-18T06:08:40.133Z","real"
91,31,51.7,31,32,"2026-03-18T06:08:35.512Z","real"
91,31,52.5,31,32,"2026-03-18T06:08:30.378Z","real"
91,31,52.1,31,32,"2026-03-18T06:08:25.189Z","real"
93,31,52.2,32,32,"2026-03-18T06:08:20.270Z","real"
93,30.9,53.1,32,32,"2026-03-18T06:08:15.161Z","real"
93,31,53.5,32,32,"2026-03-18T06:08:10.331Z","real"
117,31,54.1,42,42,"2026-03-18T06:08:05.124Z","real"
117,31,54.3,42,42,"2026-03-18T06:08:00.418Z","real"
117,30.9,53.7,42,42,"2026-03-18T06:07:55.282Z","real"
117,31,53.4,42,42,"2026-03-18T06:07:50.168Z","real"
117,30.9,53.1,42,42,"2026-03-18T06:07:45.541Z","real"
117,31,53,42,42,"2026-03-18T06:07:40.361Z","real"
117,31,52.5,42,42,"2026-03-18T06:07:35.262Z","real"
117,31,52.8,42,42,"2026-03-18T06:07:30.089Z","real"
117,31,52.9,42,42,"2026-03-18T06:07:25.271Z","real"
117,31,52.6,42,42,"2026-03-18T06:07:20.262Z","real"
117,31,52.4,42,42,"2026-03-18T06:07:15.143Z","real"
117,30.9,52.5,42,42,"2026-03-18T06:07:10.242Z","real"
117,31,52.2,42,42,"2026-03-18T06:07:05.350Z","real"
117,31,50.7,42,42,"2026-03-18T06:07:00.190Z","real"
117,31,52.1,42,42,"2026-03-18T06:06:55.347Z","real"
